Frequency,Magnitude
0.0,6351.0
500.0,77.90132421542272
1000.0,78.56251783833413
1500.0,79.66343482102732
2000.0,81.92690579453125
2500.0,85.00903440017349
3000.0,88.26482891652769
3500.0,93.07063718291955
4000.0,101.07248341188567
4500.0,111.88543477425564
5000.0,126.67940346883854
5500.0,152.5440107743965
6000.0,204.38749888927276
6500.0,336.91567564800266
7000.0,1410.5678933083568
7500.0,534.3973345090379
8000.0,213.9662471311199
8500.0,134.28859054186572
9000.0,102.93076958912081
9500.0,87.71027899876134
10000.0,80.15124687397712
10500.0,78.8836896311606
11000.0,82.24794179724061
11500.0,88.89399375349502
12000.0,99.78413294090008
12500.0,118.33627925415013
13000.0,153.10336624924525
13500.0,233.48085319162877
14000.0,595.5941870034127
14500.0,735.193411998372
15000.0,204.06471972042533
15500.0,110.33697817118296
16000.0,71.97853011100898
16500.0,52.35530513773643
17000.0,40.50896166349654
17500.0,32.40864472187396
18000.0,27.668288248363304
18500.0,25.915671694753332
19000.0,25.64065511034313
19500.0,26.251056523343337
20000.0,29.24917763885137
20500.0,39.59379187977047
21000.0,82.19205897201994
21500.0,521.4875176982692
22000.0,78.57243334568126
22500.0,52.87892924559808
23000.0,44.3443265318483
23500.0,41.994467005936336
24000.0,43.25228069276977
24500.0,44.46611379357935
25000.0,45.16104164098158
25500.0,48.34015144616229
26000.0,54.45708743590215
26500.0,61.056770321988296
27000.0,70.43673726452373
27500.0,91.95130756762572
28000.0,151.20708867410605
28500.0,1006.7412141013903
29000.0,137.51517552934087
29500.0,49.077272100746725
30000.0,24.112145133756524
30500.0,20.201641855255914
31000.0,20.53737819052194
31500.0,22.44094507156644
32000.0,27.726336597849947
32500.0,32.44223858514097
33000.0,36.21634578981607
33500.0,42.789035756852115
34000.0,52.60210791842709
34500.0,65.92496870512137
35000.0,95.53004005958599
35500.0,260.01097162490123
36000.0,141.3603006026956
36500.0,30.102787588115163
37000.0,7.197623849481873
37500.0,16.328172274134378
38000.0,25.867004958148392
38500.0,32.012869237146184
39000.0,40.029577345940616
39500.0,50.67271395100778
40000.0,61.4332632905601
40500.0,74.40539437419048
41000.0,95.93342174534263
41500.0,132.34264615879997
42000.0,206.38227103141122
42500.0,486.51220623828794
43000.0,1189.8194755794254
43500.0,256.61473830480776
44000.0,139.9245213570325
44500.0,92.90332457250862
45000.0,66.69838136046053
45500.0,51.89804262094695
46000.0,41.40074105722442
46500.0,30.93482217671468
47000.0,24.073328248419717
47500.0,21.96743848267052
48000.0,16.795587330451944
48500.0,7.928401647812948
49000.0,7.1576155576450295
49500.0,17.584998939967065
50000.0,1373.207297358651
50500.0,11.217586723496964
51000.0,9.468839542600065
51500.0,15.027868943229688
52000.0,13.097089849061591
52500.0,16.260376581629565
53000.0,23.90997896936351
53500.0,28.90835271757127
54000.0,33.4049665733093
54500.0,42.84985152724577
55000.0,56.25662906220648
55500.0,74.419135378414
56000.0,109.04707526424163
56500.0,198.72443717557255
57000.0,899.5727567019024
57500.0,361.4838160975363
58000.0,149.97980548739415
58500.0,93.05468768886182
59000.0,67.47302715092412
59500.0,52.28759291429078
60000.0,40.4185707272804
60500.0,32.20563314151949
61000.0,27.348743504938408
61500.0,21.501053202906483
62000.0,14.302658163667909
62500.0,9.061939380485589
63000.0,7.216355643254028
63500.0,17.091205222054068
64000.0,80.37514684011207
64500.0,143.90263418444445
65000.0,53.173859386348624
65500.0,34.89150665192455
66000.0,26.226340709121242
66500.0,22.492475059198622
67000.0,19.21199725897677
67500.0,15.010933045520607
68000.0,12.813069102738925
68500.0,11.919555502977612
69000.0,8.933632933250523
69500.0,7.923734743341535
70000.0,13.256209775286312
70500.0,21.24137068235979
71000.0,54.76435565367237
71500.0,402.53360019220474
72000.0,57.30633114755011
72500.0,35.46714718374005
73000.0,27.22639123438779
73500.0,20.849261735023894
74000.0,17.733393282920538
74500.0,17.152919446827774
75000.0,15.657856142871816
75500.0,13.141776731080059
76000.0,12.562868948875018
76500.0,13.590294362115854
77000.0,13.818230162130515
77500.0,14.330631059133385
78000.0,21.640759258654136
78500.0,144.85703879759043
79000.0,20.866080493334923
79500.0,10.240874984625219
80000.0,7.6494015932375055
80500.0,6.031892495985187
81000.0,5.2066010619652205
81500.0,5.691401660748127
82000.0,6.8157513047419895
82500.0,7.492533351371459
83000.0,8.2068239470226
83500.0,10.577346602428207
84000.0,14.816133229333953
84500.0,21.281396913714918
85000.0,36.51991388686538
85500.0,126.0257254983879
86000.0,96.93906285955694
86500.0,36.029212501965496
87000.0,22.871848343973518
87500.0,16.865945472080785
88000.0,13.201935644052353
88500.0,10.845015896464743
89000.0,9.689731784742706
89500.0,9.384896382279729
90000.0,8.93764046047381
90500.0,8.061776038561321
91000.0,9.063397103928084
91500.0,12.95923851608016
92000.0,19.000666581654652
92500.0,42.2190464821724
93000.0,108.6134134809185
93500.0,23.47705325758569
94000.0,13.280002386137927
94500.0,10.437778770922188
95000.0,7.791300910501064
95500.0,5.289250673702232
96000.0,4.647738658425355
96500.0,4.611736760201864
97000.0,3.5404651429589813
97500.0,2.5367875901588683
98000.0,2.268156342716112
98500.0,2.06900332181521
99000.0,1.4199988838762987
99500.0,1.3912585410148963
100000.0,0.7159209561595912
100500.0,0.09058359893173953
101000.0,0.7496108955879484
101500.0,1.3658478989469318
102000.0,1.4358210143817443
102500.0,2.16194293461796
103000.0,2.363618490315456
103500.0,2.6888468032888073
104000.0,4.017384730884364
104500.0,5.374650555793138
105000.0,5.673927105857011
105500.0,7.219303680103683
106000.0,12.156903013373324
106500.0,21.698784086978264
107000.0,92.78370798983956
107500.0,38.90050500573963
108000.0,15.653600991355757
108500.0,10.211017120168835
109000.0,9.57326238099604
109500.0,8.76030390700125
110000.0,7.55335225583815
110500.0,7.708328926196313
111000.0,8.9436962530513
111500.0,10.126008750307486
112000.0,11.438632932562534
112500.0,13.593880277699304
113000.0,18.17714079738765
113500.0,28.815404586480625
114000.0,74.86056758935572
114500.0,94.58896083423599
115000.0,27.46204659347751
115500.0,15.03266245254659
116000.0,9.960969699352272
116500.0,8.14016287596654
117000.0,6.994456768651168
117500.0,5.532943535569016
118000.0,4.721032900473602
118500.0,5.089732533652299
119000.0,5.41624296476648
119500.0,5.073621000089472
120000.0,4.902784744822992
120500.0,6.68654987744828
121000.0,14.963795965597228
121500.0,94.02942722002389
122000.0,16.06222889633496
122500.0,11.390326420676768
123000.0,8.790544066961823
123500.0,8.243712501467915
124000.0,9.640976278368072
124500.0,9.999626862489443
125000.0,9.087942303090053
125500.0,9.74127794549613
126000.0,12.330257452701145
126500.0,13.670326779346416
127000.0,14.626508483450062
127500.0,19.74690257787313
128000.0,35.0446654779486
128500.0,227.7687334545751
129000.0,33.02492116569792
129500.0,11.561816106380608
130000.0,4.3061278032986126
130500.0,4.867499795944263
131000.0,4.704583450646634
131500.0,3.9040687851522327
132000.0,6.259126944679866
132500.0,7.760713654201558
133000.0,7.792261617795176
133500.0,9.763714512394424
134000.0,13.361048928408323
134500.0,16.620479951395996
135000.0,23.881695832361356
135500.0,68.68514895893196
136000.0,38.75459432910564
136500.0,9.190933597129302
137000.0,2.1608459165789475
137500.0,4.915795421250476
138000.0,8.210325191298631
138500.0,8.18266896576887
139000.0,10.472446720313645
139500.0,15.10518115290013
140000.0,18.47788328120542
140500.0,21.11775278363469
141000.0,28.14491858821562
141500.0,40.62616070733854
142000.0,62.87078293851852
142500.0,148.135275378402
143000.0,365.64701891904986
143500.0,79.77359600924478
144000.0,44.00356889243294
144500.0,29.183447438267876
145000.0,20.272284373971875
145500.0,16.52358617474984
146000.0,13.720842370330928
146500.0,8.971937615916179
147000.0,6.532042172493423
147500.0,8.136349597216043
148000.0,6.025976825813141
148500.0,2.339918261912488
149000.0,1.8140497295043871
149500.0,14.40760833955207
150000.0,469.22513824497315
150500.0,12.063150508648365
151000.0,4.96397942165815
151500.0,8.788741013872993
152000.0,4.465836586904929
152500.0,5.197906224816712
153000.0,10.109302518943668
153500.0,11.763482491455557
154000.0,12.015919575057438
154500.0,16.0311174144641
155000.0,21.715075372988444
155500.0,27.866578826913543
156000.0,40.41337920690564
156500.0,75.13691772583195
157000.0,335.907787732207
157500.0,135.62699992083603
158000.0,56.65482391689693
158500.0,34.986223344716414
159000.0,25.592813250391846
159500.0,20.2792910896294
160000.0,15.473528567501559
160500.0,12.105861236938328
161000.0,11.077892194366523
161500.0,8.774878148403136
162000.0,5.4340038229872585
162500.0,3.2128647955058396
163000.0,3.5275214724519985
163500.0,6.284942442954234
164000.0,32.27312190881007
164500.0,58.46795536769962
165000.0,22.618743388836467
165500.0,14.739792852668106
166000.0,10.742249898814029
166500.0,10.002158015130792
167000.0,8.990456636355571
167500.0,6.516256148705036
168000.0,5.625300726525855
168500.0,6.021814357170937
169000.0,4.204997744186664
169500.0,2.919589126607737
170000.0,6.6449331454332
170500.0,9.055408727665586
171000.0,22.38591065587654
171500.0,173.13201334604813
172000.0,25.016437552305906
172500.0,16.13925705082719
173000.0,12.963813125776745
173500.0,9.083220017343496
174000.0,7.618478578055438
174500.0,8.217397971689238
175000.0,7.579966253181057
175500.0,5.5071767153217515
176000.0,5.229685613389007
176500.0,6.40559204138231
177000.0,6.395100153469291
177500.0,5.644622084889108
178000.0,9.155240555986376
178500.0,65.53114223591004
179000.0,9.888918694207632
179500.0,5.31258185027445
180000.0,4.007835485368112
180500.0,2.695699792116932
181000.0,1.9389502130970229
181500.0,2.2574720327688502
182000.0,2.9529046993272594
182500.0,3.1257088055681455
183000.0,3.0762385896971423
183500.0,4.302254543427388
184000.0,6.730470727455556
184500.0,9.88491397876338
185000.0,16.939437268419304
185500.0,59.56086972096616
186000.0,46.52874676068818
186500.0,17.48550865276677
187000.0,11.407808529693495
187500.0,8.512838897375616
188000.0,6.61710955775835
188500.0,5.258776423975424
189000.0,4.831332628952662
189500.0,5.0502261652827665
190000.0,4.854100709510788
190500.0,3.8384791851365105
191000.0,4.40167397457242
191500.0,7.176717533190782
192000.0,10.165322678310645
192500.0,20.95275803181817
193000.0,54.18630016478085
193500.0,11.125038487762447
194000.0,6.05484533041213
194500.0,5.296774048693398
195000.0,3.7907726364601206
195500.0,1.969591630401138
196000.0,1.8729981670624092
196500.0,2.355324632394623
197000.0,1.5859030590046084
197500.0,0.8165157193559275
198000.0,0.7988400329982943
198500.0,1.1283710792683175
